,cluster,source_id,tf_name,family_name,motif_type,PMID,cluster_annotation
419,AC0067,MA0655.1,JDP2,Basic leucine zipper factors (bZIP),Unknown,9154808,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
420,AC0067,MA0835.3,BATF3,Basic leucine zipper factors (bZIP),Unknown,29588546,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
421,AC0067,MA0841.2,NFE2,Basic leucine zipper factors (bZIP),Unknown,10498903,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
422,AC0067,MA1101.3,BACH2,Basic leucine zipper factors (bZIP),Unknown,TF has several motif variants.,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
423,AC0067,MA1128.2,FOSL1::JUN,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP),Unknown,11988758,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
424,AC0067,MA1130.2,FOSL2::JUN,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP),Unknown,11988758,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
425,AC0067,MA1132.2,JUN::JUNB,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP),Unknown,15240010,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
426,AC0067,MA1134.2,FOS::JUNB,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP),Unknown,11988758,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
427,AC0067,MA1135.2,FOSB::JUNB,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP),Unknown,11988758,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
428,AC0067,MA1137.2,FOSL1::JUNB,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP),Unknown,11988758,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
429,AC0067,MA1138.2,FOSL2::JUNB,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP),Unknown,11988758,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
430,AC0067,MA1141.2,FOS::JUND,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP),Unknown,11988758,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
431,AC0067,MA1142.2,FOSL1::JUND,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP),Unknown,11988758,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
432,AC0067,MA1144.2,FOSL2::JUND,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP),Unknown,11988758,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
433,AC0067,MA1520.2,MAF,Basic leucine zipper factors (bZIP),Unknown,9571165,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
434,AC0067,MA1521.2,MAFA,Basic leucine zipper factors (bZIP),Unknown,9571165,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
435,AC0067,MA1633.2,BACH1,Basic leucine zipper factors (bZIP),Unknown,8887638,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
436,AC0067,MA1634.2,BATF,Basic leucine zipper factors (bZIP),Unknown,29588546,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
437,AC0067,MA1928.2,BNC2,C2H2 zinc finger factors,Unknown,30487138,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)/C2H2 zinc finger factors
438,AC0068,MA1583.2,ZFP57,C2H2 zinc finger factors,Unknown,30602440,C2H2 zinc finger factors
439,AC0069,MA0025.3,NFIL3,Basic leucine zipper factors (bZIP),Unknown,9122243,Basic leucine zipper factors (bZIP)
440,AC0069,MA0043.4,HLF,Basic leucine zipper factors (bZIP),Unknown,8065331,Basic leucine zipper factors (bZIP)
441,AC0069,MA0102.5,CEBPA,Basic leucine zipper factors (bZIP),Unknown,8632009,Basic leucine zipper factors (bZIP)
442,AC0069,MA0466.4,CEBPB,Basic leucine zipper factors (bZIP),Unknown,8632009,Basic leucine zipper factors (bZIP)
443,AC0069,MA0639.2,DBP,Basic leucine zipper factors (bZIP),Unknown,21458520,Basic leucine zipper factors (bZIP)
444,AC0069,MA0833.3,ATF4,Basic leucine zipper factors (bZIP),Unknown,22819556,Basic leucine zipper factors (bZIP)
445,AC0069,MA0836.3,CEBPD,Basic leucine zipper factors (bZIP),Unknown,8632009,Basic leucine zipper factors (bZIP)
446,AC0069,MA0837.3,CEBPE,Basic leucine zipper factors (bZIP),Unknown,8632009,Basic leucine zipper factors (bZIP)
447,AC0069,MA0838.1,CEBPG,Basic leucine zipper factors (bZIP),Unknown,8632009,Basic leucine zipper factors (bZIP)
448,AC0069,MA0843.2,TEF,Basic leucine zipper factors (bZIP),Unknown,25215497,Basic leucine zipper factors (bZIP)
449,AC0069,MA1636.2,CEBPG,Basic leucine zipper factors (bZIP),Unknown,21543584,Basic leucine zipper factors (bZIP)
450,AC0070,MA0018.5,CREB1,Basic leucine zipper factors (bZIP),Unknown,17916232,Basic leucine zipper factors (bZIP)/SAND domain factors/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)
451,AC0070,MA0488.2,JUN,Basic leucine zipper factors (bZIP),Unknown,21703547,Basic leucine zipper factors (bZIP)/SAND domain factors/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)
452,AC0070,MA0492.2,JUND,Basic leucine zipper factors (bZIP),Unknown,21526160,Basic leucine zipper factors (bZIP)/SAND domain factors/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)
453,AC0070,MA0605.3,ATF3,Basic leucine zipper factors (bZIP),Unknown,12815047,Basic leucine zipper factors (bZIP)/SAND domain factors/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)
454,AC0070,MA0609.3,CREM,Basic leucine zipper factors (bZIP),Unknown,20920259,Basic leucine zipper factors (bZIP)/SAND domain factors/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)
455,AC0070,MA0656.2,JDP2,Basic leucine zipper factors (bZIP),Unknown,9154808,Basic leucine zipper factors (bZIP)/SAND domain factors/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)
456,AC0070,MA0834.2,ATF7,Basic leucine zipper factors (bZIP),Unknown,2516827,Basic leucine zipper factors (bZIP)/SAND domain factors/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)
457,AC0070,MA0862.1,GMEB2,SAND domain factors,Unknown,11743720,Basic leucine zipper factors (bZIP)/SAND domain factors/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)
458,AC0070,MA1126.2,FOS::JUN,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP),Unknown,11988758,Basic leucine zipper factors (bZIP)/SAND domain factors/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)
459,AC0070,MA1127.1,FOSB::JUN,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP),Unknown,11988758,Basic leucine zipper factors (bZIP)/SAND domain factors/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)
460,AC0070,MA1129.1,FOSL1::JUN,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP),Unknown,11988758,Basic leucine zipper factors (bZIP)/SAND domain factors/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)
461,AC0070,MA1131.2,FOSL2::JUN,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP),Unknown,11988758,Basic leucine zipper factors (bZIP)/SAND domain factors/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)
462,AC0070,MA1133.2,JUN::JUNB,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP),Unknown,15240010,Basic leucine zipper factors (bZIP)/SAND domain factors/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)
463,AC0070,MA1136.1,FOSB::JUNB,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP),Unknown,11988758,Basic leucine zipper factors (bZIP)/SAND domain factors/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)
464,AC0070,MA1139.2,FOSL2::JUNB,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP),Unknown,11988758,Basic leucine zipper factors (bZIP)/SAND domain factors/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)
465,AC0070,MA1140.3,JUNB,Basic leucine zipper factors (bZIP),Unknown,14585541,Basic leucine zipper factors (bZIP)/SAND domain factors/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)
466,AC0070,MA1143.2,FOSL1::JUND,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP),Unknown,11988758,Basic leucine zipper factors (bZIP)/SAND domain factors/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)
467,AC0070,MA1145.2,FOSL2::JUND,Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP),Unknown,11988758,Basic leucine zipper factors (bZIP)/SAND domain factors/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)
468,AC0070,MA1470.2,BACH2,Basic leucine zipper factors (bZIP),Unknown,28461702,Basic leucine zipper factors (bZIP)/SAND domain factors/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)
469,AC0070,MA1475.2,CREB3L4,Basic leucine zipper factors (bZIP),Unknown,21711675,Basic leucine zipper factors (bZIP)/SAND domain factors/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)
470,AC0070,MA1632.2,ATF2,Basic leucine zipper factors (bZIP),Unknown,20581861,Basic leucine zipper factors (bZIP)/SAND domain factors/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)
471,AC0070,MA1951.2,FOS,Basic leucine zipper factors (bZIP),Unknown,2511004,Basic leucine zipper factors (bZIP)/SAND domain factors/Basic leucine zipper factors (bZIP)/Basic leucine zipper factors (bZIP)
472,AC0071,MA0794.1,PROX1,Homeo domain factors,Unknown,21040746,Homeo domain factors
473,AC0072,MA1118.2,SIX1,Homeo domain factors,Unknown,9826681,Homeo domain factors
474,AC0072,MA1119.2,SIX2,Homeo domain factors,Unknown,15327782,Homeo domain factors
475,AC0073,MA0647.2,GRHL1,Grainyhead domain factors,Unknown,18288204,Grainyhead domain factors
476,AC0073,MA1968.2,TFCP2,Grainyhead domain factors,Unknown,9668115,Grainyhead domain factors
477,AC0074,MA0743.3,SCRT1,C2H2 zinc finger factors,Unknown,23332764,C2H2 zinc finger factors/Grainyhead domain factors
478,AC0074,MA0744.3,SCRT2,C2H2 zinc finger factors,Unknown,23332764,C2H2 zinc finger factors/Grainyhead domain factors
479,AC0074,MA1105.3,GRHL2,Grainyhead domain factors,Unknown,20978075,C2H2 zinc finger factors/Grainyhead domain factors
480,AC0075,MA1709.2,ZIM3,C2H2 zinc finger factors,Unknown,27852650,C2H2 zinc finger factors/Tryptophan cluster factors/Fork head/winged helix factors/Fork head/winged helix factors/Tryptophan cluster factors
481,AC0075,MA1936.2,ERF::FOXO1,Tryptophan cluster factors/Fork head/winged helix factors,Unknown,31913281,C2H2 zinc finger factors/Tryptophan cluster factors/Fork head/winged helix factors/Fork head/winged helix factors/Tryptophan cluster factors
482,AC0075,MA1946.2,ETV5::FOXI1,Tryptophan cluster factors/Fork head/winged helix factors,Unknown,31913281,C2H2 zinc finger factors/Tryptophan cluster factors/Fork head/winged helix factors/Fork head/winged helix factors/Tryptophan cluster factors
483,AC0075,MA1947.2,ETV5::FOXO1,Tryptophan cluster factors/Fork head/winged helix factors,Unknown,31913281,C2H2 zinc finger factors/Tryptophan cluster factors/Fork head/winged helix factors/Fork head/winged helix factors/Tryptophan cluster factors
484,AC0075,MA1950.2,FLI1::FOXI1,Tryptophan cluster factors/Fork head/winged helix factors,Unknown,31913281,C2H2 zinc finger factors/Tryptophan cluster factors/Fork head/winged helix factors/Fork head/winged helix factors/Tryptophan cluster factors
485,AC0075,MA1953.2,FOXO1::ELF1,Fork head/winged helix factors/Tryptophan cluster factors,Unknown,31913281,C2H2 zinc finger factors/Tryptophan cluster factors/Fork head/winged helix factors/Fork head/winged helix factors/Tryptophan cluster factors
486,AC0075,MA1954.2,FOXO1::ELK1,Fork head/winged helix factors/Tryptophan cluster factors,Unknown,31913281,C2H2 zinc finger factors/Tryptophan cluster factors/Fork head/winged helix factors/Fork head/winged helix factors/Tryptophan cluster factors
487,AC0075,MA1955.2,FOXO1::ELK3,Fork head/winged helix factors/Tryptophan cluster factors,Unknown,31913281,C2H2 zinc finger factors/Tryptophan cluster factors/Fork head/winged helix factors/Fork head/winged helix factors/Tryptophan cluster factors
488,AC0075,MA1956.2,FOXO1::FLI1,Fork head/winged helix factors/Tryptophan cluster factors,Unknown,31913281,C2H2 zinc finger factors/Tryptophan cluster factors/Fork head/winged helix factors/Fork head/winged helix factors/Tryptophan cluster factors
489,AC0076,MA1729.2,ZNF680,C2H2 zinc finger factors,Unknown,27852650,C2H2 zinc finger factors
490,AC0077,MA0511.2,RUNX2,Runt domain factors,Unknown,20483917,Runt domain factors
491,AC0077,MA0684.3,RUNX3,Runt domain factors,Unknown,20378718,Runt domain factors
492,AC0078,MA1710.2,ZNF257,C2H2 zinc finger factors,Unknown,27852650,C2H2 zinc finger factors
493,AC0079,MA1982.2,ZNF574,C2H2 zinc finger factors,Unknown,22955616,C2H2 zinc finger factors
494,AC0080,MA1587.1,ZNF135,C2H2 zinc finger factors,Unknown,28092692,C2H2 zinc finger factors
495,AC0080,MA1596.1,ZNF460,C2H2 zinc finger factors,Unknown,28473536,C2H2 zinc finger factors
496,AC0081,MA2099.1,ZNF770,C2H2 zinc finger factors,Unknown,22955616,C2H2 zinc finger factors
497,AC0082,MA1972.1,ZFP14,C2H2 zinc finger factors,Unknown,28092692,C2H2 zinc finger factors
498,AC0083,MA1980.1,ZNF418,C2H2 zinc finger factors,Unknown,28273063,C2H2 zinc finger factors
499,AC0084,MA0694.2,ZBTB7B,C2H2 zinc finger factors,Unknown,19443739,C2H2 zinc finger factors
500,AC0084,MA0695.2,ZBTB7C,C2H2 zinc finger factors,Unknown,19443739,C2H2 zinc finger factors
501,AC0085,MA0696.1,ZIC1,C2H2 zinc finger factors,Unknown,19443739,C2H2 zinc finger factors
502,AC0085,MA0735.2,GLIS1,C2H2 zinc finger factors,Unknown,22391303,C2H2 zinc finger factors
503,AC0085,MA0736.1,GLIS2,C2H2 zinc finger factors,Unknown,22391303,C2H2 zinc finger factors
504,AC0085,MA0737.1,GLIS3,C2H2 zinc finger factors,Unknown,22391303,C2H2 zinc finger factors
505,AC0085,MA0751.2,ZIC4,C2H2 zinc finger factors,Unknown,19443739,C2H2 zinc finger factors
506,AC0085,MA0753.3,ZNF740,C2H2 zinc finger factors,Unknown,23354101,C2H2 zinc finger factors
507,AC0085,MA1491.3,GLI3,C2H2 zinc finger factors,Unknown,2105456,C2H2 zinc finger factors
508,AC0085,MA1578.2,VEZF1,C2H2 zinc finger factors,Unknown,20062523,C2H2 zinc finger factors
509,AC0085,MA1584.2,ZIC5,C2H2 zinc finger factors,Unknown,23354101,C2H2 zinc finger factors
510,AC0086,MA0073.2,RREB1,C2H2 zinc finger factors,Unknown,8816445,C2H2 zinc finger factors
511,AC0087,MA1981.2,ZNF530,C2H2 zinc finger factors,Unknown,11967234,C2H2 zinc finger factors
512,AC0088,MA1987.2,ZNF701,C2H2 zinc finger factors,Unknown,22955616,C2H2 zinc finger factors
513,AC0089,MA0138.3,REST,C2H2 zinc finger factors,Unknown,17540862,C2H2 zinc finger factors
514,AC0090,MA0139.2,CTCF,C2H2 zinc finger factors,Unknown,17512414,C2H2 zinc finger factors
515,AC0090,MA1102.3,CTCFL,C2H2 zinc finger factors,Unknown,26268681,C2H2 zinc finger factors
516,AC0090,MA1929.2,CTCF,C2H2 zinc finger factors,Unknown,34326481,C2H2 zinc finger factors
517,AC0090,MA1930.2,CTCF,C2H2 zinc finger factors,Unknown,34326481,C2H2 zinc finger factors
518,AC0091,MA1723.2,PRDM9,C2H2 zinc finger factors,Unknown,29072575,C2H2 zinc finger factors
519,AC0091,MA1976.2,ZNF320,C2H2 zinc finger factors,Unknown,28273063,C2H2 zinc finger factors
520,AC0092,MA1714.2,ZNF675,C2H2 zinc finger factors,Unknown,31427604,C2H2 zinc finger factors
521,AC0093,MA1594.1,ZNF382,C2H2 zinc finger factors,Unknown,27852650,C2H2 zinc finger factors
522,AC0094,MA1589.2,ZNF140,C2H2 zinc finger factors,Unknown,28473536,C2H2 zinc finger factors
523,AC0095,MA1601.2,ZNF75D,C2H2 zinc finger factors,Unknown,28473536,C2H2 zinc finger factors
524,AC0095,MA2097.1,ZNF75A,C2H2 zinc finger factors,Unknown,29638227,C2H2 zinc finger factors
525,AC0096,MA0471.3,E2F6,Fork head/winged helix factors,Unknown,17908821,Fork head/winged helix factors
526,AC0096,MA0758.1,E2F7,Fork head/winged helix factors,Unknown,18836037,Fork head/winged helix factors
527,AC0096,MA0865.3,E2F8,Fork head/winged helix factors,Unknown,18836037,Fork head/winged helix factors
528,AC0096,MA1122.2,TFDP1,Fork head/winged helix factors,Unknown,9027491,Fork head/winged helix factors
529,AC0097,MA1599.2,ZNF682,C2H2 zinc finger factors,Unknown,28092692,C2H2 zinc finger factors
530,AC0098,MA2330.1,ZBTB24,C2H2 zinc finger factors,Unknown,31226215,C2H2 zinc finger factors
531,AC0099,MA2096.1,ZNF524,C2H2 zinc finger factors,Unknown,27852650,C2H2 zinc finger factors
532,AC0100,MA0039.5,KLF4,C2H2 zinc finger factors,Unknown,28473536,C2H2 zinc finger factors
533,AC0100,MA0493.3,KLF1,C2H2 zinc finger factors,Unknown,7682653,C2H2 zinc finger factors
534,AC0100,MA0657.2,KLF13,C2H2 zinc finger factors,Unknown,16266294,C2H2 zinc finger factors
535,AC0100,MA0740.2,KLF14,C2H2 zinc finger factors,Unknown,16266294,C2H2 zinc finger factors
536,AC0100,MA0741.1,KLF16,C2H2 zinc finger factors,Unknown,16266294,C2H2 zinc finger factors
537,AC0100,MA0746.3,SP3,C2H2 zinc finger factors,Unknown,23019068,C2H2 zinc finger factors
538,AC0100,MA0747.2,SP8,C2H2 zinc finger factors,Unknown,23019068,C2H2 zinc finger factors
539,AC0100,MA1107.3,KLF9,C2H2 zinc finger factors,Unknown,12620113,C2H2 zinc finger factors
540,AC0100,MA1511.2,KLF10,C2H2 zinc finger factors,Unknown,11443140,C2H2 zinc finger factors
541,AC0100,MA1512.2,KLF11,C2H2 zinc finger factors,Unknown,11443140,C2H2 zinc finger factors
542,AC0100,MA1514.2,KLF17,C2H2 zinc finger factors,Unknown,11443140,C2H2 zinc finger factors
543,AC0100,MA1515.2,KLF2,C2H2 zinc finger factors,Unknown,11443140,C2H2 zinc finger factors
544,AC0100,MA1516.2,KLF3,C2H2 zinc finger factors,Unknown,11443140,C2H2 zinc finger factors
545,AC0100,MA1517.2,KLF6,C2H2 zinc finger factors,Unknown,11443140,C2H2 zinc finger factors
546,AC0100,MA1564.2,SP9,C2H2 zinc finger factors,Unknown,26187067,C2H2 zinc finger factors
547,AC0100,MA1959.2,KLF7,C2H2 zinc finger factors,Unknown,28916725,C2H2 zinc finger factors
