num_cnns,batch,lr,drop_out,seed,mse_p,rmse_p,mae_p,r2_p,pearson_corr_p,spearman_corr_p,mse_r,rmse_r,mae_r,r2_r,pearson_corr_r,spearman_corr_r,best_pearson_epoch,best_r2_epoch
40,96,0.00100,0.3,920,0.04822863,0.21961017,0.17044987,0.09713926258303585,0.4930077230965685,0.4423193690403773,0.045292303,0.21281989,0.16593516,0.15210848834934088,0.4823495267983018,0.43029894677204933,64,55
45,96,0.00010,0.3,920,0.045796204,0.21400048,0.16527353,0.14267526848991618,0.4686486707255912,0.42483969131001775,0.045649517,0.21365748,0.16611569,0.1454212865552187,0.4650659766102769,0.4191469890002925,103,90
45,96,0.00050,0.3,920,0.046893664,0.21654944,0.1696664,0.12213036426609092,0.4772542160755371,0.43053091716207464,0.046654053,0.21599549,0.16763043,0.12661594954710742,0.4601167637560495,0.4139619976066431,37,26
45,96,0.00100,0.3,920,0.04745691,0.21784607,0.16980873,0.11158616166942636,0.4738295824503588,0.42391476399495526,0.04705943,0.21693186,0.16927144,0.11902711636589469,0.45488480489894584,0.4056011549239337,37,29
50,96,0.00010,0.3,920,0.04455197,0.21107337,0.16326202,0.16596785713282125,0.47427943307364934,0.4358705419729946,0.04455197,0.21107337,0.16326202,0.16596785713282125,0.47427943307364934,0.4358705419729946,90,90
50,96,0.00050,0.3,920,0.046217933,0.21498357,0.16777511,0.13478028497458827,0.46727288629851194,0.4203914432359141,0.046217933,0.21498357,0.16777511,0.13478028497458827,0.46727288629851194,0.4203914432359141,30,30
50,96,0.00100,0.3,920,0.047817163,0.21867135,0.17096867,0.10484201292020023,0.46886187202762597,0.4212199209038081,0.04620765,0.21495965,0.16664931,0.13497281907078418,0.459915358475329,0.4121890010897193,37,48
55,96,0.00010,0.3,920,0.043698937,0.2090429,0.16270831,0.18193699234929905,0.4999903199781266,0.45480652168463026,0.04444905,0.21082944,0.16417009,0.1678945827407632,0.48197389480379443,0.4316967165168917,111,101
55,96,0.00050,0.3,920,0.047322225,0.21753672,0.17127015,0.11410745328523852,0.4818476032284494,0.4394008062454772,0.045489673,0.21328308,0.16716334,0.14841372159343635,0.4753853527761021,0.42746754750519605,31,24
55,96,0.00100,0.3,920,0.04727976,0.2174391,0.17079559,0.11490242259306904,0.4830483744892102,0.4362793204134128,0.04656547,0.21579033,0.16961955,0.1282743266617382,0.47608650328941426,0.42838187199440325,24,31
