num_cnns,batch,lr,drop_out,seed,mse_p,rmse_p,mae_p,r2_p,pearson_corr_p,spearman_corr_p,mse_r,rmse_r,mae_r,r2_r,pearson_corr_r,spearman_corr_r,best_pearson_epoch,best_r2_epoch
5,96,0.00010,0.3,920,0.0685903,0.2618975,0.20502576,0.01757142590869676,0.35564581017181196,0.3182276789877429,0.0685903,0.2618975,0.20502576,0.01757142590869676,0.35564581017181196,0.3182276789877429,163,163
5,96,0.00050,0.3,920,0.05642031,0.2375296,0.18351217,0.19188383667813547,0.5012187546338323,0.4501544472492856,0.055608958,0.23581551,0.18223757,0.20350501367523643,0.49966229139061863,0.4470491085600525,89,74
5,96,0.00100,0.3,920,0.0551318,0.23480162,0.18131848,0.21033938014538267,0.5035378303571959,0.44692072197973715,0.0551318,0.23480162,0.18131848,0.21033938014538267,0.5035378303571959,0.44692072197973715,69,69
10,96,0.00010,0.3,920,0.056098036,0.23685025,0.18312496,0.19649984173362944,0.4858306069505432,0.43465511705288956,0.056098036,0.23685025,0.18312496,0.19649984173362944,0.4858306069505432,0.43465511705288956,189,189
10,96,0.00050,0.3,920,0.057625026,0.24005213,0.18512098,0.1746285327645567,0.49947457254953154,0.4461364755431023,0.05549672,0.23557742,0.18209216,0.20511261251036517,0.48988022884033827,0.4390176451155074,48,57
10,96,0.00100,0.3,920,0.055839725,0.23630431,0.18372482,0.2001996536555758,0.5042532916346742,0.4473337989392628,0.055783387,0.23618507,0.18335341,0.20100661926173147,0.4814437274492725,0.42743964638196325,20,16
15,96,0.00010,0.3,920,0.064365216,0.253703,0.19760361,0.07808776274135709,0.4293160011086244,0.3841663549478012,0.063845694,0.25267705,0.19666328,0.0855291038669509,0.42742369278555997,0.38062572007045703,175,186
15,96,0.00050,0.3,920,0.065210775,0.255364,0.19922902,0.06597671237165159,0.4362969570117033,0.3836338251002678,0.065210775,0.255364,0.19922902,0.06597671237165159,0.4362969570117033,0.3836338251002678,12,12
15,96,0.00100,0.3,920,0.063922875,0.25282973,0.19695699,0.08442352620300475,0.4545572903360446,0.4042980269089496,0.064072594,0.25312564,0.19704339,0.08227920584125914,0.44293493424531305,0.3992375530750093,49,44
20,96,0.00010,0.3,920,0.06220436,0.24940802,0.19365463,0.109038026264076,0.45954341683649064,0.41246938763847835,0.06016489,0.24528533,0.19024992,0.13824967948810918,0.4568782082279287,0.4033580607002566,149,152
20,96,0.00050,0.3,920,0.06361748,0.25222507,0.19606504,0.08879772294788602,0.45682101547466647,0.41311833122395925,0.060411785,0.24578808,0.19075662,0.13471339312625474,0.4561741833673204,0.40833836140800817,22,29
20,96,0.00100,0.3,920,0.059895754,0.24473609,0.18987682,0.14210457546537447,0.4794925158862576,0.4281373553543069,0.059895754,0.24473609,0.18987682,0.14210457546537447,0.4794925158862576,0.4281373553543069,43,43
25,96,0.00010,0.3,920,0.06432336,0.2536205,0.19659437,0.07868740492028392,0.443973445808147,0.4012882855874055,0.06432336,0.2536205,0.19659437,0.07868740492028392,0.443973445808147,0.4012882855874055,139,139
25,96,0.00050,0.3,920,0.06547863,0.25588793,0.19903785,0.062140167999691354,0.43396445327026867,0.394259379473924,0.06281574,0.25063068,0.19335566,0.10028133828446317,0.4395770621140627,0.400076213037,13,28
25,96,0.00100,0.3,920,0.064362116,0.2536969,0.1965744,0.07813223546722203,0.45504529968594426,0.40496711196153923,0.060727753,0.24643001,0.19055529,0.13018775213739664,0.46576556274868314,0.4212216576811577,43,41
30,96,0.00010,0.3,920,0.062657766,0.25031534,0.19522575,0.10254391520949069,0.44055411391196186,0.3954619106340486,0.062657766,0.25031534,0.19522575,0.10254391520949069,0.44055411391196186,0.3954619106340486,114,114
30,96,0.00050,0.3,920,0.064677134,0.254317,0.19830681,0.07362022510944632,0.45733296026106207,0.389690938580341,0.0641209,0.25322106,0.19794482,0.08158727765860574,0.4378532513037652,0.3867229917895779,37,26
30,96,0.00100,0.3,920,0.069134,0.26293343,0.2055139,0.009783851920286968,0.45678669960911267,0.39402827305336235,0.066019796,0.25694317,0.19929413,0.05438916787083237,0.43191203462671196,0.3770994426653504,9,1
35,96,0.00010,0.3,920,0.06144459,0.24788019,0.19237421,0.11992044832472293,0.45228769685312187,0.40552267548849996,0.06144459,0.24788019,0.19237421,0.11992044832472293,0.45228769685312187,0.40552267548849996,109,109
35,96,0.00050,0.3,920,0.06345433,0.25190142,0.19564712,0.09113456735374137,0.46663741805135506,0.41736770188719224,0.062462132,0.24992426,0.19457683,0.10534603105671891,0.45642742669361347,0.40223933499991527,44,36
35,96,0.00100,0.3,920,0.06315632,0.25130922,0.19471307,0.0954029400834081,0.45433507976388143,0.40745700810019075,0.06315632,0.25130922,0.19471307,0.0954029400834081,0.45433507976388143,0.40745700810019075,24,24
40,96,0.00010,0.3,920,0.058969814,0.24283701,0.18719983,0.15536697038046932,0.48227590423836963,0.4359155764719364,0.05804545,0.24092624,0.18523015,0.1686068080835752,0.4771400200801762,0.43205628187872414,124,115
40,96,0.00050,0.3,920,0.06487028,0.25469646,0.19706321,0.07085367217455696,0.45952197604894285,0.4074333087778396,0.060383223,0.24572998,0.19104525,0.1351225077940782,0.4613520079880857,0.4075721097178225,44,30
40,96,0.00100,0.3,920,0.066890076,0.25863117,0.20019257,0.041923831166465586,0.4574619307442178,0.4037722110274925,0.061570577,0.2481342,0.19236097,0.1181158699895235,0.46266371797936146,0.4124003418807077,44,47
45,96,0.00010,0.3,920,0.061010677,0.24700339,0.19117415,0.1261354485079903,0.4444948478542945,0.40479584974150434,0.05912681,0.24316005,0.18781745,0.15311830652798408,0.45970266911412255,0.42156685066204796,77,87
45,96,0.00050,0.3,920,0.06239504,0.24979,0.19333038,0.10630688053343185,0.47744541450750844,0.43162761209275224,0.060342763,0.24564764,0.1906939,0.1357020044546151,0.4573508893579203,0.40339032793145396,44,29
45,96,0.00100,0.3,920,0.062295813,0.24959129,0.19252916,0.10772820991135368,0.4629783333960808,0.4191540584694009,0.062295813,0.24959129,0.19252916,0.10772820991135368,0.4629783333960808,0.4191540584694009,36,36
50,96,0.00010,0.3,920,0.061175484,0.24733679,0.1917291,0.1237750063365256,0.45302175366246605,0.4093107672374584,0.059793912,0.24452794,0.18903562,0.14356327454879347,0.45678230556018606,0.41660795022345365,69,85
50,96,0.00050,0.3,920,0.061939705,0.24887688,0.19289571,0.11282876937899611,0.4560893161775586,0.41149753345241663,0.060372494,0.24570815,0.19226913,0.1352761482998499,0.45069367181008824,0.40551653324462783,20,17
50,96,0.00100,0.3,920,0.060992066,0.24696572,0.1912496,0.12640195464950366,0.4687036868469278,0.42626174006493067,0.061071206,0.2471259,0.19181892,0.1252683391484336,0.44739669872917964,0.4076345710193493,31,26
55,96,0.00010,0.3,920,0.056791324,0.23830931,0.18408678,0.18656974772926893,0.48361130299007354,0.4416783766183539,0.055891924,0.23641473,0.18232587,0.1994520033403171,0.4889026381863997,0.44207440888580324,81,94
55,96,0.00050,0.3,920,0.060891572,0.24676217,0.19159497,0.12784127961307357,0.47485742376960394,0.42374556471770747,0.05956887,0.24406736,0.18847775,0.1467866022389568,0.4741871572251673,0.43261197323969,29,24
55,96,0.00100,0.3,920,0.068151645,0.2610587,0.20378321,0.023854392526530988,0.4605966568807579,0.40560429669237347,0.06237513,0.24975014,0.1937454,0.10659221855270018,0.4570404227269602,0.4108375251727412,44,33
60,96,0.00010,0.3,920,0.0580691,0.2409753,0.18607283,0.1682680910590194,0.48294525392130383,0.43820274716168656,0.058107506,0.24105498,0.18562077,0.16771787433249807,0.4697986110581075,0.42277602676014675,104,102
60,96,0.00050,0.3,920,0.061325636,0.24764013,0.19199227,0.12162419392355606,0.46540271561227003,0.4085439300910594,0.059922207,0.24479012,0.18848297,0.14172567407797199,0.46150465620458475,0.41868457726770175,9,16
60,96,0.00100,0.3,920,0.06272683,0.25045326,0.19435418,0.10155457683561553,0.4639700145073109,0.4027993562637544,0.062286522,0.24957268,0.19246362,0.10786138164848902,0.45899208479952,0.4057582327624121,46,43
65,96,0.00010,0.3,920,0.056394096,0.23747441,0.18200716,0.19225933090184943,0.47955669893977515,0.43045743019419874,0.056394096,0.23747441,0.18200716,0.19225933090184943,0.47955669893977515,0.43045743019419874,98,98
65,96,0.00050,0.3,920,0.06348784,0.25196794,0.19562529,0.0906544947360165,0.4715754725766716,0.42906466884648015,0.059983015,0.24491431,0.18909355,0.14085470943450018,0.4629195631129655,0.4182223887371981,29,10
65,96,0.00100,0.3,920,0.06162365,0.24824111,0.19221273,0.11735568521331852,0.4642749222925009,0.41822340755781734,0.06162365,0.24824111,0.19221273,0.11735568521331852,0.4642749222925009,0.41822340755781734,22,22
70,96,0.00010,0.3,920,0.05543994,0.23545688,0.18258515,0.20592583659235142,0.4923945187028135,0.44417510399904647,0.05543994,0.23545688,0.18258515,0.20592583659235142,0.4923945187028135,0.44417510399904647,74,74
70,96,0.00050,0.3,920,0.060347162,0.2456566,0.19096869,0.13563898223233362,0.4838660833960749,0.42936277556323404,0.05948953,0.24390475,0.18929835,0.14792299281439047,0.46137743820222943,0.4016927353542957,29,23
70,96,0.00100,0.3,920,0.06471845,0.2543982,0.19758567,0.07302836751697084,0.47249604019525954,0.4162187924109755,0.059783667,0.24450698,0.19000328,0.14370999291574515,0.47072977050840425,0.4174273905611553,20,31
75,96,0.00010,0.3,920,0.056660645,0.23803496,0.18366352,0.1884415041728955,0.4872804473833797,0.44643361035940915,0.056660645,0.23803496,0.18366352,0.1884415041728955,0.4872804473833797,0.44643361035940915,84,84
75,96,0.00050,0.3,920,0.060629025,0.24622962,0.19060773,0.13160187086671982,0.46416542126280114,0.412567631004204,0.060629025,0.24622962,0.19060773,0.13160187086671982,0.46416542126280114,0.412567631004204,9,9
75,96,0.00100,0.3,920,0.06432828,0.25363022,0.19622502,0.07861685468239743,0.4535825124455215,0.3962360787203702,0.060708914,0.24639179,0.19041379,0.1304575580461811,0.4549679500877293,0.412505654030873,20,26
80,96,0.00010,0.3,920,0.058175415,0.2411958,0.18667147,0.16674525667498585,0.47360922170990594,0.4271445328517169,0.058175415,0.2411958,0.18667147,0.16674525667498585,0.47360922170990594,0.4271445328517169,86,86
80,96,0.00050,0.3,920,0.060965188,0.2469113,0.19105357,0.12678694493088694,0.46546835511791673,0.40695900149236197,0.0604627,0.24589165,0.18927138,0.13398415953069565,0.45881404425670325,0.40999881924680653,21,8
80,96,0.00100,0.3,920,0.06112877,0.24724233,0.1918886,0.12444392060549836,0.47804869288080687,0.42563642925514944,0.06051365,0.24599522,0.1903943,0.1332544815287997,0.47211473369083706,0.4251955725206588,31,26
85,96,0.00010,0.3,920,0.05810483,0.24104944,0.18659903,0.1677562310179398,0.48395817111304695,0.4389253118832176,0.057454113,0.23969588,0.18522584,0.17707658807664506,0.47422071459545234,0.43293266568059013,87,88
85,96,0.00050,0.3,920,0.06080906,0.24659494,0.19150037,0.12902314673075221,0.4693824919035181,0.42311206546581626,0.06080906,0.24659494,0.19150037,0.12902314673075221,0.4693824919035181,0.42311206546581626,9,9
85,96,0.00100,0.3,920,0.063550726,0.2520927,0.19568346,0.0897538457945336,0.4676112406147629,0.42469508738388234,0.062086213,0.24917105,0.19276966,0.1107304229274444,0.455431097478173,0.4056456132731358,29,38
90,96,0.00010,0.3,920,0.056741975,0.23820575,0.18437476,0.18727660108877575,0.4885482601348744,0.4373709802884448,0.055770375,0.23615752,0.18328887,0.20119301152166102,0.48909395097186814,0.4414918377135868,79,85
90,96,0.00050,0.3,920,0.060810957,0.24659878,0.19100414,0.12899602640811503,0.47549740033754573,0.43045436761511724,0.060591634,0.24615368,0.18988495,0.13213735467601884,0.4574365854983979,0.4109480674460394,29,16
90,96,0.00100,0.3,920,0.06399526,0.25297284,0.19675739,0.08338669293382828,0.46607525565022834,0.41160469085038065,0.062130418,0.24925974,0.19220899,0.11009719477931745,0.45979787407865336,0.41032264671387086,37,32
95,96,0.00010,0.3,920,0.057700947,0.24021022,0.18668544,0.17354116621184934,0.4834881245233516,0.4316497481377203,0.05684695,0.23842598,0.18452416,0.185773004717381,0.4821684350645105,0.42963678153642815,89,98
95,96,0.00050,0.3,920,0.061609883,0.24821338,0.1920092,0.1175528971527735,0.47125866919356446,0.42319196124974157,0.05810049,0.24104044,0.18732873,0.16781840917299906,0.4882184895158309,0.4440006447653699,29,22
