batch,lr,drop_out,seed,mse,rmse,mae,r2,pearson_corr,spearman_corr
96,0.00040,0.1,500,0.060401227,0.24576661,0.18689527,0.21008410759704366,0.5496962915951584,0.5279696460273203
96,0.00006,0.3,500,0.054451954,0.23334943,0.17739889,0.2878875659003928,0.5904668002886363,0.5718399590426355
96,0.00010,0.3,500,0.05504809,0.2346233,0.17791422,0.28009142438522117,0.5863465854637754,0.5714948528481643
96,0.00040,0.3,500,0.06089854,0.2467763,0.1892417,0.2035803629934707,0.5605807527135092,0.5337839777536807
168,0.00006,0.1,500,0.06207077,0.24914005,0.19293982,0.18825018430772322,0.5263364137180742,0.49323442925659833
168,0.00010,0.1,500,0.061999433,0.24899685,0.19099282,0.189183038267844,0.5320185902411088,0.5095368156695756
168,0.00040,0.1,500,0.05978287,0.24450536,0.18707563,0.21817082203392235,0.5292367653165577,0.511191550623042
168,0.00006,0.3,500,0.0616568,0.24830787,0.1904209,0.19366404371892987,0.5933483573222813,0.5720605109013276
168,0.00010,0.3,500,0.055069923,0.23466982,0.17837459,0.2798058629330761,0.570392063321069,0.5504800841619721
168,0.00040,0.3,500,0.059809748,0.24456032,0.18883611,0.21781941154574647,0.5776097231500934,0.5553330979132637
288,0.00006,0.1,500,0.05807902,0.24099588,0.18615167,0.24045347035762843,0.5601868487394737,0.5321391717525149
288,0.00010,0.1,500,0.05691634,0.23857147,0.18213408,0.25565870968376625,0.565061969981417,0.54582925558485
288,0.00040,0.1,500,0.059371248,0.24366216,0.1859091,0.22355397417242628,0.534099067574819,0.5022451024798982
288,0.00006,0.3,500,0.078138605,0.27953282,0.21714325,-0.021881999620680936,0.5269302775850705,0.491961367959911
288,0.00010,0.3,500,0.057132848,0.23902479,0.18229315,0.2528273281228298,0.5664498883763336,0.5489316445935487
288,0.00040,0.3,500,0.05543901,0.2354549,0.18080156,0.2749790616161517,0.5739393201410208,0.5439060675092952
24,0.00006,0.1,293,0.09116607,0.3019372,0.24398562,-0.22821769347275112,0.5743706870340053,0.5488853727073886
24,0.00010,0.1,293,0.098395005,0.31367978,0.253239,-0.32560830374591543,0.537069872369083,0.5012763653429815
24,0.00040,0.1,293,0.06840621,0.2615458,0.20392753,0.07841023434201655,0.5697540808357519,0.5497672195380588
24,0.00006,0.3,293,0.11512658,0.33930308,0.27733356,-0.551021149298424,0.5369477629209327,0.5041357308509824
24,0.00010,0.3,293,0.056999505,0.23874569,0.1826824,0.2320849900205233,0.5924694381619025,0.5644116510168639
24,0.00040,0.3,293,0.051729128,0.22744039,0.1723311,0.30308912478312455,0.5809197768957528,0.5595549184398472
48,0.00006,0.1,293,0.086424395,0.29398027,0.23059373,-0.16433633051416385,0.4678318722987611,0.4451959390934512
48,0.00010,0.1,293,0.061617427,0.24822858,0.19022691,0.16987083220689003,0.573830461852399,0.5506949998628203
48,0.00040,0.1,293,0.059674915,0.2442845,0.18462436,0.19604095114472042,0.5479835102026863,0.5254946620290835
48,0.00006,0.3,293,0.05134604,0.22659665,0.17116097,0.3082500788237835,0.602256786505764,0.5741923077835851
48,0.00010,0.3,293,0.050561953,0.22485985,0.1693716,0.3188136111038816,0.5939762098006806,0.5670220829707933
48,0.00040,0.3,293,0.066746704,0.25835383,0.2014518,0.10076761257914424,0.500289972201561,0.4712449227291235
96,0.00006,0.1,293,0.059409723,0.2437411,0.18612967,0.19961371337228617,0.5686099558066195,0.5551969007225178
96,0.00010,0.1,293,0.056323286,0.23732528,0.18032685,0.2411951394678532,0.5498526355516142,0.5246953077090748
96,0.00040,0.1,293,0.057054307,0.23886043,0.1834245,0.23134654358004825,0.5767696627089525,0.5468181457536713
96,0.00006,0.3,293,0.055153456,0.23484772,0.17914149,0.2569554729484297,0.5940701836212032,0.576252212791794
96,0.00010,0.3,293,0.05210499,0.22826518,0.17177843,0.29802534578183726,0.5849354298048033,0.5634273603109634
96,0.00040,0.3,293,0.054858167,0.23421821,0.18013546,0.2609337309419353,0.5651297882730124,0.5377116158157436
168,0.00006,0.1,293,0.062238615,0.24947669,0.19135009,0.16150203517025574,0.5456136816365951,0.5221205855735284
168,0.00010,0.1,293,0.056746922,0.23821613,0.18095432,0.23548780081684573,0.5655729448590192,0.5476522225729443
168,0.00040,0.1,293,0.05738644,0.23955467,0.18259871,0.22687196304556156,0.5349222740342598,0.5101351061335065
168,0.00006,0.3,293,0.06334268,0.25167972,0.19431622,0.14662769659109243,0.5925259797777668,0.5752496794184244
168,0.00010,0.3,293,0.055467255,0.23551488,0.1787688,0.252727864652574,0.5580238199175316,0.5354326761854393
168,0.00040,0.3,293,0.056479834,0.23765486,0.17906941,0.2390860098922739,0.5459300301302669,0.5231734381985209
288,0.00006,0.1,293,0.055250455,0.23505415,0.18115035,0.2556487290613423,0.5757923585203817,0.5437583265130582
288,0.00010,0.1,293,0.056006856,0.23665768,0.18183808,0.24545818939480935,0.5695986397300669,0.5408781171368638
288,0.00040,0.1,293,0.059086382,0.2430769,0.1855006,0.20396989015199485,0.5642666939149714,0.5473068089773031
288,0.00006,0.3,293,0.090935774,0.3015556,0.23899154,-0.22511516403690268,0.54618568683462,0.5284883172712047
288,0.00010,0.3,293,0.05460596,0.23367919,0.1774552,0.2643314929930769,0.5848721601447762,0.5601662837429351
288,0.00040,0.3,293,0.056779925,0.23828539,0.18118528,0.23504316244131407,0.5382450235998197,0.5154770998564576
