batch,lr,drop_out,seed,mse_p,rmse_p,mae_p,r2_p,pearson_corr_p,spearman_corr_p,mse_r,rmse_r,mae_r,r2_r,pearson_corr_r,spearman_corr_r,best_pearson_epoch,best_r2_epoch
24,0.00500,0.3,120,0.051578287,0.22710854,0.17181627,0.32844560532169975,0.6040084,0.5584262440144625,0.050293773,0.22426273,0.16895062,0.34517004992266864,0.58846444,0.5523710592500016,30,15
24,0.00800,0.3,120,0.0487769,0.22085492,0.16612515,0.3649200024876631,0.6056327,0.5603061429926295,0.0487769,0.22085492,0.16612515,0.3649200024876631,0.6056327,0.5603061429926295,14,14
96,0.00050,0.3,120,0.05255747,0.22925416,0.17434402,0.3156966073847478,0.58699346,0.5495036326655228,0.05255747,0.22925416,0.17434402,0.3156966073847478,0.58699346,0.5495036326655228,58,58
96,0.00100,0.3,120,0.054892354,0.23429117,0.17804122,0.285296142130971,0.58915955,0.5537527025895825,0.051917043,0.22785312,0.1718381,0.32403494241902875,0.5807424,0.538646703193678,52,37
96,0.00500,0.3,120,0.05300703,0.23023255,0.17343399,0.30984325036975613,0.5919559,0.5539114568988873,0.051957034,0.22794086,0.17355278,0.32351423626902553,0.58222836,0.5366855176470638,50,38
96,0.00800,0.3,120,0.052167177,0.22840135,0.17295457,0.32077824627774565,0.59944826,0.558493310416904,0.05116204,0.22619028,0.16952626,0.3338651537116879,0.58832514,0.5581123748717922,21,16
168,0.00050,0.3,120,0.056696024,0.23810928,0.18127096,0.2618121738588537,0.5811202,0.539640828365999,0.05372797,0.23179294,0.17623712,0.3004564817133163,0.577479,0.5510090004837678,62,47
168,0.00100,0.3,120,0.05362136,0.23156287,0.17473732,0.30184455474526006,0.55911475,0.5264857418933407,0.05362136,0.23156287,0.17473732,0.30184455474526006,0.55911475,0.5264857418933407,7,7
168,0.00500,0.3,120,0.053883214,0.23212758,0.17586188,0.2984352714086008,0.55690485,0.5214622057067406,0.053883214,0.23212758,0.17586188,0.2984352714086008,0.55690485,0.5214622057067406,7,7
168,0.00800,0.3,120,0.13852987,0.37219602,0.31766713,-0.8036725518983163,0.5921748,0.5599086141934788,0.051697697,0.22737128,0.1721192,0.3268908506962963,0.5820964,0.5421875343826342,41,28
24,0.00050,0.3,457,0.049785454,0.22312655,0.16695043,0.3598824876805703,0.60337317,0.5727151012792098,0.049785454,0.22312655,0.16695043,0.3598824876805703,0.60337317,0.5727151012792098,47,47
24,0.00100,0.3,457,0.050266005,0.22420081,0.16902193,0.353703768538981,0.60635424,0.5731809239352229,0.049791772,0.2231407,0.16755587,0.35980129334912936,0.60444975,0.5671607280380823,23,12
24,0.00500,0.3,457,0.051904105,0.22782472,0.17253274,0.3326419252268218,0.6081181,0.581232307506893,0.0509478,0.22571619,0.16997126,0.34493765991237446,0.59397393,0.5528319583325197,23,12
24,0.00800,0.3,457,0.049390443,0.22223961,0.16613065,0.3649614133726863,0.6140489,0.5755040917291114,0.04876709,0.22083272,0.16476573,0.3729761463295376,0.6109919,0.5733806610689001,24,25
96,0.00050,0.3,457,0.049897023,0.22337641,0.16773346,0.35844797788025595,0.60039055,0.5575942376596349,0.049897023,0.22337641,0.16773346,0.35844797788025595,0.60039055,0.5575942376596349,34,34
96,0.00100,0.3,457,0.05686035,0.23845409,0.18009792,0.2689168820965432,0.6008311,0.5711216719019705,0.053997584,0.2323738,0.17359893,0.3057249279820813,0.5556986,0.5313862796007327,17,4
96,0.00500,0.3,457,0.058527656,0.2419249,0.18282741,0.2474795136682545,0.5979092,0.5676767714421818,0.054387297,0.23321085,0.17670673,0.3007141957633638,0.5640691,0.5335156400375265,17,10
96,0.00800,0.3,457,0.05039534,0.22448906,0.16779381,0.35204090052711523,0.60685104,0.5715603909155131,0.049925603,0.22344038,0.16684256,0.3580805337345979,0.59899086,0.5649658895147949,29,15
168,0.00050,0.3,457,0.051907178,0.22783147,0.17039609,0.3326023720243456,0.60798395,0.5760583922767414,0.05134788,0.2266007,0.17103522,0.33979364058696226,0.5918203,0.5492517530594243,47,49
168,0.00100,0.3,457,0.05009445,0.2238179,0.16834933,0.35590956569986687,0.61207014,0.5753598618078654,0.049507532,0.22250289,0.16703175,0.36345591691246737,0.6053773,0.5619959723573354,39,54
168,0.00500,0.3,457,0.056516744,0.2377325,0.18359968,0.27333489219821905,0.60159427,0.5552926127767535,0.054504607,0.23346221,0.17652471,0.2992059407695159,0.5724974,0.5360334169800841,25,10
168,0.00800,0.3,457,0.0901883,0.30031368,0.24257049,-0.15959794862925092,0.6162277,0.5695412291341062,0.052190915,0.22845331,0.17281638,0.32895425698871716,0.5984642,0.5575260106560803,37,28
