batch,lr,drop_out,seed,mse,rmse,mae,r2,pearson_corr,spearman_corr
96,0.00006,0.3,500,0.013697942,0.117038205,0.09733945,-0.23433382200750263,0.6123448844657976,0.5824383158770374
96,0.00010,0.3,500,0.017913474,0.13384123,0.11460758,-0.6141990689574492,0.599395818479572,0.5745536164621357
96,0.00040,0.3,500,0.024317583,0.15594096,0.1374425,-1.1912791031236516,0.5860762845217331,0.5575610631822139
168,0.00006,0.1,500,0.026965737,0.16421248,0.14648528,-1.4299066993348784,0.6016564071048011,0.5791897892598689
168,0.00010,0.1,500,0.029056085,0.17045845,0.15272596,-1.6182697623872264,0.5905268857233419,0.5714235675031477
168,0.00040,0.1,500,0.029138578,0.17070025,0.1523202,-1.6257032819154453,0.5731335729872564,0.5526331378440859
168,0.00006,0.3,500,0.012809694,0.113179915,0.093323365,-0.15429297503744643,0.6124291374447068,0.5855961768877092
168,0.00010,0.3,500,0.014413618,0.120056726,0.10044515,-0.2988239828346295,0.6208565697825185,0.5937290244584228
168,0.00040,0.3,500,0.025582848,0.1599464,0.1418803,-1.305293159675427,0.590846245797771,0.569212109588436
288,0.00006,0.1,500,0.02625108,0.16202185,0.14315966,-1.3655082961770417,0.5676699062586666,0.5396055121885455
288,0.00010,0.1,500,0.025148543,0.15858293,0.1406303,-1.2661576636776348,0.6062841362024552,0.579181241846569
288,0.00040,0.1,500,0.028868059,0.16990604,0.15202571,-1.6013265307853635,0.5854109395322442,0.5623349307004402
288,0.00006,0.3,500,0.013695042,0.117025815,0.09729581,-0.23407233117202408,0.5955350653571543,0.5678356479922775
288,0.00010,0.3,500,0.01486998,0.12194253,0.102533884,-0.33994727188818774,0.6177244535571464,0.5919349009971013
288,0.00040,0.3,500,0.022459252,0.1498641,0.13105212,-1.0238233801860486,0.5937518277769405,0.5704866963011548
24,0.00006,0.1,293,0.008864342,0.09415063,0.075979255,-0.09235616310188965,0.5712629437252696,0.5487862678627182
24,0.00010,0.1,293,0.009989614,0.099948056,0.08029066,-0.2310237638550885,0.5541397078079248,0.5375219260125061
24,0.00040,0.1,293,0.010888714,0.104349,0.084381655,-0.34182025120317805,0.5592335054725579,0.5420957398336792
24,0.00006,0.3,293,0.006777458,0.08232532,0.06441222,0.1648113007642874,0.5844868253313964,0.5586193066493135
24,0.00010,0.3,293,0.007646537,0.08744448,0.068878785,0.05771449088295677,0.5745639647241505,0.5528634537661076
24,0.00040,0.3,293,0.0070092003,0.08372097,0.06520045,0.13625366050789334,0.5889191779133027,0.5675584402923701
48,0.00006,0.1,293,0.006554602,0.0809605,0.06339208,0.19227393559302275,0.5978739003284073,0.5759031195117247
48,0.00010,0.1,293,0.012031815,0.10968963,0.09119501,-0.48268502972474514,0.5906320531276413,0.5657929448128615
48,0.00040,0.1,293,0.011722279,0.108269475,0.08836362,-0.4445407806967723,0.5716774230244518,0.5519676005269042
48,0.00006,0.3,293,0.0061093527,0.07816235,0.059836652,0.24714217178010112,0.613463630757979,0.589215195396025
48,0.00010,0.3,293,0.008267789,0.090927385,0.071940824,-0.018842825640179584,0.6001130360096595,0.5742439716117144
48,0.00040,0.3,293,0.007960281,0.08922041,0.07031341,0.0190514494005104,0.58446173525911,0.5610445240314063
96,0.00006,0.1,293,0.006614163,0.081327505,0.06362987,0.1849342467554702,0.6029776917678936,0.5784326536294104
96,0.00010,0.1,293,0.009364395,0.09676981,0.07818927,-0.15397800851518184,0.5968477063324666,0.577634134940723
96,0.00040,0.1,293,0.010374988,0.101857685,0.082782894,-0.278513672488353,0.5931075787505462,0.5765355365118856
96,0.00006,0.3,293,0.0051570856,0.07181285,0.053674523,0.3644904338252043,0.6185629747083063,0.5949600065390029
96,0.00010,0.3,293,0.0059093367,0.07687221,0.058492858,0.27179018981495995,0.6107101573182242,0.5900573268951028
96,0.00040,0.3,293,0.0092498185,0.096175976,0.07698461,-0.13985850662203347,0.596913629553007,0.5717294738378058
168,0.00006,0.1,293,0.007786051,0.088238604,0.070153184,0.040522050919124974,0.6025518018591651,0.5772543923771571
168,0.00010,0.1,293,0.008696626,0.0932557,0.074394286,-0.07168850495498824,0.5943148517529423,0.5728645848500885
168,0.00040,0.1,293,0.011683575,0.10809059,0.08896739,-0.4397714198159608,0.5896485823216708,0.5608753811120522
168,0.00006,0.3,293,0.005158485,0.07182259,0.053891983,0.36431797948812983,0.6193975166613696,0.5944605405201235
168,0.00010,0.3,293,0.005354161,0.07317213,0.05508813,0.340204807832166,0.6125401717049872,0.5928183558257463
168,0.00040,0.3,293,0.008580021,0.0926284,0.07388245,-0.05731916067141274,0.6032489365638906,0.580958605126032
288,0.00006,0.1,293,0.007886698,0.08880708,0.07083722,0.02811931723547756,0.6112540736873939,0.5949510849791281
288,0.00010,0.1,293,0.0077580856,0.08808,0.069723345,0.043968237828029944,0.5981311577998267,0.5816421914718641
288,0.00040,0.1,293,0.009191691,0.0958733,0.07709755,-0.13269541259010875,0.593004469854838,0.5724448575740759
288,0.00006,0.3,293,0.005242856,0.07240757,0.054370042,0.35392092922114404,0.6250030488398719,0.6022388940272883
288,0.00010,0.3,293,0.005272883,0.07261462,0.054529633,0.3502207067105624,0.6135838457444961,0.5898878656307963
288,0.00040,0.3,293,0.006200414,0.078742705,0.060433038,0.23592064411636093,0.5982405648134217,0.575768656459378
